timestamp_ms,current_A,stack_V,cell00_V,cell01_V,cell02_V,cell03_V,cell04_V,cell05_V
0x000272E2,0x00000000,0x41C72D0E,0x40859168,0x408578D5,0x4085A1CB,0x40858106,0x40858937,0x40855810
0x000272EC,0x00000000,0x41C7374C,0x40859168,0x408570A4,0x4085999A,0x40858106,0x40858106,0x40855810
0x000272F6,0x00000000,0x41C726E9,0x40858937,0x408570A4,0x4085A1CB,0x40858106,0x40858106,0x40854FDF
0x00027300,0x00000000,0x41C722D1,0x40858937,0x408570A4,0x4085A9FC,0x40858937,0x40858937,0x40855810
0x0002730A,0x00000000,0x41C7374C,0x40858937,0x408570A4,0x4085A1CB,0x40858106,0x40858937,0x40854FDF
0x00027314,0x00000000,0x41C73127,0x40858937,0x408570A4,0x4085A1CB,0x40858106,0x40859168,0x40855810
0x00027320,0x00000000,0x41C7374C,0x40859168,0x408570A4,0x4085A9FC,0x40858106,0x40858937,0x40855810
0x0002732A,0x00000000,0x41C72D0E,0x40859168,0x408578D5,0x4085A9FC,0x40858106,0x40858937,0x40854FDF
0x00027334,0x00000000,0x41C72D0E,0x40858937,0x408570A4,0x4085A9FC,0x40858937,0x40859168,0x40855810
0x0002733E,0x00000000,0x41C726E9,0x40859168,0x408570A4,0x4085A1CB,0x40858106,0x40858937,0x40855810
0x00027348,0x00000000,0x41C726E9,0x40859168,0x408570A4,0x4085A1CB,0x40858937,0x40858937,0x40855810
0x00027352,0x00000000,0x41C726E9,0x40859168,0x408578D5,0x4085A9FC,0x40858937,0x40858937,0x40855810
0x0002735C,0x00000000,0x41C73127,0x40859168,0x408578D5,0x4085A9FC,0x40858937,0x40858937,0x40855810
0x00027366,0x00000000,0x41C73127,0x40859168,0x408578D5,0x4085A9FC,0x40858937,0x40858937,0x40855810
0x00027370,0x00000000,0x41C7374C,0x40859168,0x408570A4,0x4085A9FC,0x40858106,0x40858937,0x40855810
0x0002737A,0x00000000,0x41C73127,0x40858937,0x408570A4,0x4085A1CB,0x40858106,0x40859168,0x40856042
0x00027386,0x00000000,0x41C726E9,0x40859168,0x408578D5,0x4085A1CB,0x40858106,0x40858937,0x40855810
0x00027390,0x00000000,0x41C726E9,0x40858937,0x408570A4,0x4085A1CB,0x408578D5,0x40858937,0x40855810
0x0002739A,0x00000000,0x41C7374C,0x40859168,0x408570A4,0x4085A9FC,0x40858106,0x40858937,0x40856042
0x000273A4,0x00000000,0x41C73127,0x40859168,0x408578D5,0x4085A1CB,0x40858937,0x40858937,0x40855810
0x000273AE,0x00000000,0x41C7374C,0x40858937,0x408570A4,0x4085A1CB,0x40858106,0x40858937,0x40855810
0x000273B8,0x00000000,0x41C726E9,0x40859168,0x408570A4,0x4085A9FC,0x40858937,0x40858937,0x40855810
0x000273C2,0x00000000,0x41C7374C,0x40858937,0x408570A4,0x4085A1CB,0x40858106,0x40858937,0x40855810
0x000273CC,0x00000000,0x41C73127,0x40859168,0x408578D5,0x4085A9FC,0x40858937,0x40858937,0x40855810
0x000273D6,0x00000000,0x41C7374C,0x40859168,0x408578D5,0x4085A9FC,0x40858106,0x40859168,0x40855810
0x000273E0,0x00000000,0x41C73127,0x40859168,0x408570A4,0x4085A1CB,0x40858106,0x40859168,0x40855810
0x000273EC,0x00000000,0x41C73127,0x40858937,0x408570A4,0x4085A9FC,0x40858937,0x40858937,0x40855810
0x000273F6,0x00000000,0x41C726E9,0x40859168,0x408570A4,0x4085A9FC,0x40858106,0x40859168,0x40856042
0x00027400,0x00000000,0x41C7374C,0x40858937,0x408570A4,0x4085A1CB,0x40858106,0x40858937,0x40855810
0x0002740A,0x00000000,0x41C72D0E,0x40859168,0x408578D5,0x4085A9FC,0x40858106,0x40858937,0x40855810
0x00027414,0x00000000,0x41C7374C,0x40859168,0x408570A4,0x4085A9FC,0x40858937,0x40858937,0x40855810
0x0002741E,0x00000000,0x41C7374C,0x40858937,0x408570A4,0x4085A9FC,0x40858106,0x40858106,0x40855810
0x00027428,0x00000000,0x41C7374C,0x40859168,0x408578D5,0x4085A1CB,0x40858937,0x40859168,0x40855810
0x00027432,0x00000000,0x41C72D0E,0x40859168,0x408570A4,0x4085A9FC,0x40858106,0x40858937,0x40854FDF
0x0002743C,0x00000000,0x41C7374C,0x40859168,0x408570A4,0x4085A9FC,0x40858106,0x40858106,0x40855810
0x00027446,0x00000000,0x41C7374C,0x40859168,0x408578D5,0x4085A9FC,0x40858106,0x40858937,0x40854FDF
0x00027452,0x00000000,0x41C72D0E,0x40859168,0x408578D5,0x4085A9FC,0x40858106,0x40858937,0x40855810
0x0002745C,0x00000000,0x41C7374C,0x40859168,0x408570A4,0x4085A1CB,0x40858106,0x40858937,0x40855810
0x00027466,0x00000000,0x41C74189,0x40859168,0x408570A4,0x4085A9FC,0x40858937,0x40858106,0x40854FDF
0x00027470,0x00000000,0x41C73127,0x40859168,0x408570A4,0x4085A9FC,0x40858937,0x40858937,0x40855810
0x0002747A,0x00000000,0x41C72D0E,0x40859168,0x408578D5,0x4085A1CB,0x40858106,0x40858937,0x40855810
0x00027484,0x00000000,0x41C726E9,0x40858937,0x408570A4,0x4085A9FC,0x40858106,0x40858937,0x40855810
0x0002748E,0x00000000,0x41C73127,0x40859168,0x408578D5,0x4085A1CB,0x40858106,0x40858106,0x40855810
0x00027498,0x00000000,0x41C73B64,0x40859168,0x408578D5,0x4085A9FC,0x40858937,0x40859168,0x40855810
0x000274A2,0x00000000,0x41C73127,0x40858937,0x408570A4,0x4085A1CB,0x40858106,0x40858937,0x40855810
0x000274AC,0x00000000,0x41C73127,0x40859168,0x408578D5,0x4085A1CB,0x40858106,0x40858937,0x40855810
0x000274B8,0x00000000,0x41C72D0E,0x40859168,0x408570A4,0x4085A1CB,0x40858106,0x40858937,0x40855810
0x000274C2,0x00000000,0x41C73127,0x40859168,0x408570A4,0x4085A1CB,0x40858106,0x40858937,0x40855810
0x000274CC,0x00000000,0x41C726E9,0x40859168,0x408578D5,0x4085A9FC,0x40858106,0x40858937,0x40855810
0x000274D6,0x00000000,0x41C726E9,0x40858937,0x408578D5,0x4085A1CB,0x40858106,0x40858937,0x40855810
0x000274E0,0x00000000,0x41C72D0E,0x40859168,0x408570A4,0x4085A1CB,0x40858106,0x40859168,0x40855810
0x000274EA,0x00000000,0x41C73127,0x40859168,0x408570A4,0x4085A1CB,0x40858106,0x40858937,0x40855810
0x000274F4,0x00000000,0x41C7374C,0x40859168,0x408570A4,0x4085A1CB,0x40858106,0x40858937,0x40855810
0x000274FE,0x00000000,0x41C72D0E,0x40859168,0x408578D5,0x4085A1CB,0x40858106,0x40858937,0x40855810
0x00027508,0x00000000,0x41C72D0E,0x40859168,0x408570A4,0x4085A1CB,0x40858106,0x40858937,0x40855810
0x00027512,0x00000000,0x41C73127,0x40858937,0x408570A4,0x4085A9FC,0x40858937,0x40858937,0x40856042
0x0002751E,0x00000000,0x41C7374C,0x40858937,0x408570A4,0x4085A1CB,0x40858106,0x40858106,0x40855810
0x00027528,0x00000000,0x41C73127,0x40859168,0x408570A4,0x4085A9FC,0x40858106,0x40858937,0x40855810
0x00027532,0x00000000,0x41C73127,0x40859168,0x408578D5,0x4085A9FC,0x40858106,0x40858937,0x40855810
0x0002753C,0x00000000,0x41C7374C,0x40859168,0x408570A4,0x4085A1CB,0x40858106,0x40859168,0x40855810
0x00027546,0x00000000,0x41C72D0E,0x40859168,0x408578D5,0x4085A9FC,0x40858937,0x40858937,0x40855810
0x00027550,0x00000000,0x41C72D0E,0x40859168,0x408578D5,0x4085A1CB,0x40858106,0x40858937,0x40855810
0x0002755A,0x00000000,0x41C73127,0x40859168,0x408578D5,0x4085A9FC,0x40858106,0x40858937,0x40855810
0x00027564,0x00000000,0x41C73127,0x40859168,0x408570A4,0x4085A1CB,0x40858106,0x40858937,0x40855810
0x0002756E,0x00000000,0x41C72D0E,0x40859168,0x408570A4,0x4085A9FC,0x40858106,0x40858937,0x40855810
0x00027578,0x00000000,0x41C72D0E,0x40859168,0x408570A4,0x4085A9FC,0x40858106,0x40858937,0x40855810
0x00027584,0x00000000,0x41C73127,0x40859168,0x408578D5,0x4085A9FC,0x40858106,0x40858937,0x40855810
0x0002758E,0x00000000,0x41C72D0E,0x40859168,0x408570A4,0x4085A1CB,0x40858106,0x40859168,0x40855810
0x00027598,0x00000000,0x41C72D0E,0x40859168,0x408570A4,0x4085A9FC,0x40858937,0x40859168,0x40855810
0x000275A2,0x00000000,0x41C7374C,0x40859168,0x408570A4,0x4085A9FC,0x40858937,0x40858937,0x40855810
0x000275AC,0x00000000,0x41C73127,0x40859168,0x408578D5,0x4085A9FC,0x40858106,0x40858937,0x40855810
0x000275B6,0x00000000,0x41C73127,0x40859168,0x408570A4,0x4085A1CB,0x40858106,0x40858937,0x40854FDF
0x000275C0,0x00000000,0x41C7374C,0x40859168,0x408570A4,0x4085A9FC,0x40858937,0x40858937,0x40855810
0x000275CA,0x00000000,0x41C72D0E,0x40859168,0x408570A4,0x4085A1CB,0x40858106,0x40859168,0x40855810
0x000275D4,0x00000000,0x41C73127,0x40859168,0x408570A4,0x4085A1CB,0x40858106,0x40858937,0x40854FDF
0x000275DE,0x00000000,0x41C73B64,0x40859168,0x408570A4,0x4085A9FC,0x40858937,0x40858937,0x40855810
0x000275EA,0x00000000,0x41C72D0E,0x40859168,0x408570A4,0x4085A9FC,0x40858937,0x40858937,0x40855810
0x000275F4,0x00000000,0x41C7374C,0x40859168,0x408578D5,0x4085A9FC,0x40858937,0x40858937,0x40854FDF
0x000275FE,0x00000000,0x41C726E9,0x40858937,0x408570A4,0x4085A1CB,0x40858106,0x40858937,0x40855810
0x00027608,0x00000000,0x41C726E9,0x40858937,0x408570A4,0x4085A9FC,0x40858106,0x40858937,0x40855810
0x00027612,0x00000000,0x41C726E9,0x40859168,0x408578D5,0x4085A1CB,0x40858106,0x40858937,0x40855810
0x0002761C,0x00000000,0x41C7374C,0x40859168,0x408570A4,0x4085A1CB,0x40858106,0x40858937,0x40855810
0x00027626,0x00000000,0x41C7374C,0x40859168,0x408570A4,0x4085A1CB,0x40858937,0x40858937,0x40855810
0x00027630,0x00000000,0x41C72D0E,0x40859168,0x408578D5,0x4085A1CB,0x40858106,0x40858937,0x40855810
0x0002763A,0x00000000,0x41C73127,0x40859168,0x408570A4,0x4085A9FC,0x40858106,0x40858937,0x40855810
0x00027644,0x00000000,0x41C73127,0x40859168,0x408578D5,0x4085A9FC,0x40858106,0x40858106,0x40855810
0x00027650,0x00000000,0x41C72D0E,0x40859168,0x408570A4,0x4085A1CB,0x40858106,0x40859168,0x40855810
0x0002765A,0x00000000,0x41C72D0E,0x40858937,0x408570A4,0x4085A9FC,0x40858937,0x40859168,0x40855810
0x00027664,0x00000000,0x41C73127,0x40858937,0x408570A4,0x4085A9FC,0x40858937,0x40858937,0x40855810
0x0002766E,0x00000000,0x41C73127,0x40858937,0x408578D5,0x4085A9FC,0x40858106,0x40858937,0x40855810
0x00027678,0x00000000,0x41C73127,0x40859168,0x408570A4,0x4085A1CB,0x40858106,0x40858937,0x40855810
0x00027682,0x00000000,0x41C73127,0x40859168,0x408570A4,0x4085A1CB,0x40858106,0x40858937,0x40855810
0x0002768C,0x00000000,0x41C73127,0x40859168,0x408570A4,0x4085A1CB,0x40858937,0x40858937,0x40855810
0x00027696,0x00000000,0x41C726E9,0x40859168,0x408570A4,0x4085A1CB,0x40858937,0x40858937,0x40855810
0x000276A0,0x00000000,0x41C73B64,0x40859168,0x408578D5,0x4085A1CB,0x40858937,0x40858937,0x40855810
0x000276AA,0x00000000,0x41C73127,0x40858937,0x408570A4,0x4085A1CB,0x40858106,0x40858937,0x40854FDF
0x000276B6,0x00000000,0x41C73B64,0x40859168,0x408570A4,0x4085A1CB,0x40858937,0x40858937,0x40855810
0x000276C0,0x00000000,0x41C7374C,0x40859168,0x408570A4,0x4085A9FC,0x40858937,0x40858937,0x40855810
0x000276CA,0x00000000,0x41C72D0E,0x40859168,0x408578D5,0x4085A1CB,0x40858106,0x40858937,0x40855810
0x000276D4,0x00000000,0x41C7374C,0x40858937,0x408570A4,0x4085A1CB,0x40858106,0x40858937,0x40855810
0x000276DE,0x00000000,0x41C726E9,0x40859168,0x408570A4,0x4085A9FC,0x40858106,0x40858937,0x40855810
0x000276E8,0x00000000,0x41C726E9,0x40859168,0x408570A4,0x4085A1CB,0x40858106,0x40858937,0x40855810
0x000276F2,0x00000000,0x41C73127,0x40859168,0x408578D5,0x4085A1CB,0x40858106,0x40858937,0x40855810
0x000276FC,0x00000000,0x41C722D1,0x40858937,0x408570A4,0x4085A9FC,0x40858937,0x40858937,0x40855810
0x00027706,0x00000000,0x41C726E9,0x40859168,0x408570A4,0x4085A1CB,0x40858106,0x40858937,0x40855810
0x00027710,0x00000000,0x41C73127,0x40859168,0x408578D5,0x4085A9FC,0x40858937,0x40859168,0x40855810
0x0002771C,0x00000000,0x41C73127,0x40858937,0x408570A4,0x4085A1CB,0x40858106,0x40858937,0x40855810
0x00027726,0x00000000,0x41C72D0E,0x40859168,0x408578D5,0x4085A1CB,0x40858106,0x40858937,0x40855810
0x00027730,0x00000000,0x41C7374C,0x40859168,0x408570A4,0x4085A1CB,0x40858106,0x40858937,0x40855810
0x0002773A,0x00000000,0x41C73127,0x40858937,0x408578D5,0x4085A9FC,0x40858937,0x40858937,0x40855810
0x00027744,0x00000000,0x41C73127,0x40859168,0x408578D5,0x4085A9FC,0x40858937,0x40858937,0x40855810
0x0002774E,0x00000000,0x41C73127,0x40859168,0x408578D5,0x4085A1CB,0x40858106,0x40858937,0x40855810
0x00027758,0x00000000,0x41C73B64,0x40859168,0x408578D5,0x4085A9FC,0x40858106,0x40859168,0x40855810
0x00027762,0x00000000,0x41C7374C,0x40859168,0x408570A4,0x4085A1CB,0x40858106,0x40858937,0x40855810
0x0002776C,0x00000000,0x41C7374C,0x40859168,0x408578D5,0x4085A1CB,0x40858106,0x40858937,0x40855810
0x00027776,0x00000000,0x41C73127,0x40859168,0x408570A4,0x4085A9FC,0x40858106,0x40858937,0x40855810
0x00027782,0x00000000,0x41C726E9,0x40858937,0x408570A4,0x4085A1CB,0x40858937,0x40858937,0x40856042
0x0002778D,0x00000000,0x41C726E9,0x40858937,0x408570A4,0x4085A9FC,0x40858106,0x40858937,0x40855810
0x00027798,0x00000000,0x41C7374C,0x40858937,0x408570A4,0x4085A1CB,0x40858106,0x40858937,0x40855810
0x000277A2,0x00000000,0x41C73127,0x40859168,0x408578D5,0x4085A1CB,0x40858106,0x40858937,0x40855810
0x000277AC,0x00000000,0x41C726E9,0x40859168,0x408578D5,0x4085A9FC,0x40858106,0x40858937,0x40855810
0x000277B6,0x00000000,0x41C74189,0x40859168,0x408570A4,0x4085A9FC,0x40858937,0x40859168,0x40856042
0x000277C0,0x00000000,0x41C72D0E,0x40858937,0x408570A4,0x4085A9FC,0x40858937,0x40858937,0x40855810
0x000277CA,0x00000000,0x41C73127,0x40858937,0x408570A4,0x4085A9FC,0x40858106,0x40859168,0x40855810
0x000277D4,0x00000000,0x41C726E9,0x40859168,0x408578D5,0x4085A9FC,0x40858937,0x40858937,0x40856042
0x000277DE,0x00000000,0x41C72D0E,0x40859168,0x408578D5,0x4085A9FC,0x40858106,0x40858937,0x40855810
0x000277EA,0x00000000,0x41C72D0E,0x40859168,0x408570A4,0x4085A1CB,0x40858106,0x40858937,0x40855810
0x000277F4,0x00000000,0x41C726E9,0x40859168,0x408570A4,0x4085A1CB,0x40858106,0x40859168,0x40855810
0x000277FE,0x00000000,0x41C726E9,0x40858937,0x408570A4,0x4085A1CB,0x40858106,0x40859168,0x40855810
0x00027808,0x00000000,0x41C7374C,0x40859168,0x408570A4,0x4085A1CB,0x40858106,0x40859168,0x40855810
0x00027812,0x00000000,0x41C7374C,0x40859168,0x408570A4,0x4085A9FC,0x40858937,0x40858937,0x40855810
0x0002781C,0x00000000,0x41C73127,0x40858937,0x408570A4,0x4085A1CB,0x40858106,0x40858937,0x40855810
0x00027826,0x00000000,0x41C7374C,0x40859168,0x408570A4,0x4085A9FC,0x40858937,0x40858937,0x40854FDF
0x00027830,0x00000000,0x41C72D0E,0x40858937,0x408570A4,0x4085A1CB,0x40858106,0x40858937,0x40855810
0x0002783A,0x00000000,0x41C72D0E,0x40858937,0x408570A4,0x4085A1CB,0x40858106,0x40859168,0x40855810
0x00027844,0x00000000,0x41C72D0E,0x40859168,0x408570A4,0x4085A9FC,0x40858106,0x40858106,0x40855810
0x00027850,0x00000000,0x41C72D0E,0x40859168,0x408570A4,0x4085A9FC,0x40858106,0x40858937,0x40855810
0x0002785A,0x00000000,0x41C73127,0x40858937,0x408570A4,0x4085A9FC,0x40858106,0x40858937,0x40855810
0x00027864,0x00000000,0x41C72D0E,0x40859168,0x408570A4,0x4085A1CB,0x40858106,0x40859168,0x40855810
0x0002786E,0x00000000,0x41C726E9,0x40859168,0x408570A4,0x4085A1CB,0x40858106,0x40858937,0x40855810
0x00027878,0x00000000,0x41C73127,0x40858937,0x408578D5,0x4085A9FC,0x40858937,0x40858937,0x40855810
0x00027882,0x00000000,0x41C72D0E,0x40859168,0x408570A4,0x4085A9FC,0x40858937,0x40858937,0x40855810
0x0002788C,0x00000000,0x41C72D0E,0x40858937,0x408570A4,0x4085A1CB,0x40858937,0x40859168,0x40855810
0x00027896,0x00000000,0x41C726E9,0x40859168,0x408570A4,0x4085A9FC,0x40858937,0x40859168,0x40855810
0x000278A0,0x00000000,0x41C73127,0x40859168,0x408578D5,0x4085A9FC,0x40858106,0x40858937,0x40855810
0x000278AA,0x00000000,0x41C726E9,0x40858937,0x408570A4,0x4085A1CB,0x40858937,0x40858937,0x40855810
0x000278B6,0x00000000,0x41C72D0E,0x40858937,0x408578D5,0x4085A1CB,0x40858106,0x40858937,0x40855810
0x000278C0,0x00000000,0x41C73127,0x40859168,0x408570A4,0x4085A1CB,0x40858106,0x40858937,0x40855810
0x000278CA,0x00000000,0x41C73B64,0x40858937,0x408570A4,0x4085A9FC,0x40858106,0x40858937,0x40855810
0x000278D4,0x00000000,0x41C7374C,0x40859168,0x408578D5,0x4085A1CB,0x40858106,0x40859168,0x40855810
0x000278DE,0x00000000,0x41C72D0E,0x40859168,0x408570A4,0x4085A9FC,0x40858937,0x40858937,0x40855810
0x000278E8,0x00000000,0x41C726E9,0x40859168,0x408570A4,0x4085A1CB,0x40858106,0x40858937,0x40855810
0x000278F2,0x00000000,0x41C73127,0x40859168,0x408570A4,0x4085A9FC,0x40858106,0x40858937,0x40855810
0x000278FC,0x00000000,0x41C73127,0x40858937,0x408570A4,0x4085A9FC,0x40858106,0x40858937,0x40855810
0x00027906,0x00000000,0x41C73B64,0x40859168,0x408578D5,0x4085A1CB,0x40858937,0x40859168,0x40855810
0x00027910,0x00000000,0x41C72D0E,0x40859168,0x408578D5,0x4085A1CB,0x40858106,0x40858937,0x40855810
0x0002791C,0x00000000,0x41C72D0E,0x40859168,0x408578D5,0x4085A1CB,0x40858937,0x40858937,0x40855810
0x00027926,0x00000000,0x41C722D1,0x40859168,0x408578D5,0x4085A9FC,0x40858937,0x40858937,0x40855810
0x00027930,0x00000000,0x41C72D0E,0x40858937,0x408570A4,0x4085A9FC,0x40858106,0x40858937,0x40855810
0x0002793A,0x00000000,0x41C72D0E,0x40859168,0x408578D5,0x4085A9FC,0x40858937,0x40858937,0x40855810
0x00027944,0x00000000,0x41C726E9,0x40859168,0x408578D5,0x4085A9FC,0x40858106,0x40858937,0x40855810
0x0002794E,0x00000000,0x41C72D0E,0x40858937,0x408578D5,0x4085A1CB,0x40858937,0x40858937,0x40855810
0x00027958,0x00000000,0x41C72D0E,0x40859168,0x408578D5,0x4085A1CB,0x40858106,0x40858937,0x40855810
0x00027962,0x00000000,0x41C73127,0x40859168,0x408578D5,0x4085A9FC,0x40858937,0x40858937,0x40855810
0x0002796C,0x00000000,0x41C73127,0x40859168,0x408570A4,0x4085A1CB,0x40858106,0x40858937,0x40855810
0x00027976,0x00000000,0x41C73127,0x40858937,0x408570A4,0x4085A9FC,0x40858106,0x40858937,0x40855810
0x00027982,0x00000000,0x41C722D1,0x40858937,0x408570A4,0x4085A1CB,0x40858106,0x40858937,0x40855810
0x0002798C,0x00000000,0x41C7374C,0x40859168,0x408570A4,0x4085A9FC,0x40858937,0x40858106,0x40855810
0x00027996,0x00000000,0x41C7374C,0x40858937,0x408570A4,0x4085A1CB,0x40858106,0x40858106,0x40854FDF
0x000279A0,0x00000000,0x41C73127,0x40859168,0x408570A4,0x4085A9FC,0x40858937,0x40858937,0x40855810
0x000279AA,0x00000000,0x41C72D0E,0x40858937,0x408570A4,0x4085A1CB,0x40858106,0x40859168,0x40855810
0x000279B4,0x00000000,0x41C7374C,0x40859168,0x408570A4,0x4085A9FC,0x40858106,0x40858106,0x40855810
0x000279BE,0x00000000,0x41C7374C,0x40859168,0x408570A4,0x4085A9FC,0x40858937,0x40859168,0x40855810
0x000279C8,0x00000000,0x41C72D0E,0x40858937,0x408570A4,0x4085A1CB,0x40858937,0x40859168,0x40855810
0x000279D2,0x00000000,0x41C72D0E,0x40858937,0x408570A4,0x4085A9FC,0x40858937,0x40858937,0x40855810
0x000279DC,0x00000000,0x41C73127,0x40858937,0x408570A4,0x4085A1CB,0x40858106,0x40859168,0x40855810
0x000279E8,0x00000000,0x41C73127,0x40858937,0x408570A4,0x4085A1CB,0x40858106,0x40859168,0x40856042
0x000279F2,0x00000000,0x41C726E9,0x40859168,0x408578D5,0x4085A9FC,0x40858106,0x40859168,0x40855810
0x000279FC,0x00000000,0x41C72D0E,0x40859168,0x408570A4,0x4085A1CB,0x40858106,0x40858937,0x40855810
0x00027A06,0x00000000,0x41C74189,0x40859168,0x408570A4,0x4085A9FC,0x40858106,0x40858937,0x40855810
0x00027A10,0x00000000,0x41C72D0E,0x40859168,0x408578D5,0x4085A1CB,0x40858937,0x40858937,0x40855810
0x00027A1A,0x00000000,0x41C73127,0x40859168,0x408570A4,0x4085A1CB,0x40858937,0x40858937,0x40855810
0x00027A24,0x00000000,0x41C73B64,0x40858937,0x408570A4,0x4085A9FC,0x40858937,0x40858937,0x40855810
0x00027A2E,0x00000000,0x41C73B64,0x40859168,0x408570A4,0x4085A9FC,0x40858106,0x40858937,0x40855810
0x00027A38,0x00000000,0x41C726E9,0x40858937,0x408570A4,0x4085A1CB,0x40858106,0x40858937,0x40855810
0x00027A42,0x00000000,0x41C73B64,0x40859168,0x408578D5,0x4085A1CB,0x40858937,0x40859168,0x40856042
0x00027A4E,0x00000000,0x41C73B64,0x40858937,0x408578D5,0x4085A1CB,0x40858106,0x40859168,0x40855810
0x00027A58,0x00000000,0x41C73127,0x40859168,0x408570A4,0x4085A9FC,0x40858937,0x40859168,0x40855810
0x00027A62,0x00000000,0x41C73127,0x40859168,0x408578D5,0x4085A1CB,0x40858106,0x40858937,0x40855810
0x00027A6C,0x00000000,0x41C73127,0x40859168,0x408578D5,0x4085A1CB,0x40858106,0x40858937,0x40855810
0x00027A76,0x00000000,0x41C73127,0x40859168,0x408578D5,0x4085A1CB,0x408578D5,0x40858937,0x40855810
0x00027A80,0x00000000,0x41C72D0E,0x40859168,0x408578D5,0x4085A1CB,0x40858106,0x40859168,0x40855810
0x00027A8A,0x00000000,0x41C73B64,0x40859168,0x408578D5,0x4085A1CB,0x40858106,0x40858106,0x40854FDF
0x00027A94,0x00000000,0x41C72D0E,0x40858937,0x408570A4,0x4085A1CB,0x40858106,0x40858937,0x40856042
0x00027A9E,0x00000000,0x41C72D0E,0x40858937,0x408570A4,0x4085A1CB,0x40858937,0x40859168,0x40855810
0x00027AA8,0x00000000,0x41C72D0E,0x40859168,0x408578D5,0x4085A1CB,0x40858106,0x40859168,0x40855810
0x00027AB4,0x00000000,0x41C73B64,0x40859168,0x408570A4,0x4085A9FC,0x40858937,0x40858937,0x40855810
0x00027ABE,0x00000000,0x41C73B64,0x40858937,0x408570A4,0x4085A9FC,0x40858106,0x40858937,0x40855810
0x00027AC8,0x00000000,0x41C7374C,0x40859168,0x408578D5,0x4085A9FC,0x40858106,0x40858937,0x40855810
0x00027AD2,0x00000000,0x41C72D0E,0x40858937,0x408570A4,0x4085A1CB,0x40858106,0x40859168,0x40855810
0x00027ADC,0x00000000,0x41C726E9,0x40859168,0x408578D5,0x4085A1CB,0x40858937,0x40858937,0x40855810
0x00027AE6,0x00000000,0x41C73127,0x40859168,0x408570A4,0x4085A1CB,0x40858106,0x40858937,0x40855810
0x00027AF0,0x00000000,0x41C73127,0x40858937,0x408570A4,0x4085A1CB,0x40858106,0x40858106,0x40854FDF
0x00027AFA,0x00000000,0x41C72D0E,0x40859168,0x408570A4,0x4085A1CB,0x40858937,0x40858937,0x40855810
0x00027B04,0x00000000,0x41C726E9,0x40858937,0x408570A4,0x4085A1CB,0x40858106,0x40858937,0x40855810
0x00027B0E,0x00000000,0x41C72D0E,0x40859168,0x408570A4,0x4085A1CB,0x40858106,0x40858937,0x40855810
0x00027B1A,0x00000000,0x41C73127,0x40858937,0x408570A4,0x4085A1CB,0x40858106,0x40859168,0x40855810
0x00027B24,0x00000000,0x41C73127,0x40858937,0x408570A4,0x4085A9FC,0x40858937,0x40858937,0x40855810
0x00027B2E,0x00000000,0x41C726E9,0x40859168,0x408578D5,0x4085A9FC,0x40858106,0x40858937,0x40855810
0x00027B38,0x00000000,0x41C72D0E,0x40858937,0x408578D5,0x4085A1CB,0x40858106,0x40858937,0x40855810
0x00027B42,0x00000000,0x41C726E9,0x40859168,0x408570A4,0x4085A9FC,0x40858106,0x40858937,0x40855810
0x00027B4C,0x00000000,0x41C73127,0x40859168,0x408578D5,0x4085A1CB,0x40858106,0x40858937,0x40854FDF
0x00027B56,0x00000000,0x41C73127,0x40859168,0x408570A4,0x4085A9FC,0x40858106,0x40858106,0x40855810
0x00027B60,0x00000000,0x41C73127,0x40859168,0x408570A4,0x4085A9FC,0x40858937,0x40858937,0x40855810
0x00027B6A,0x00000000,0x41C73127,0x40858937,0x408570A4,0x4085A1CB,0x40858106,0x40858937,0x40855810
0x00027B74,0x00000000,0x41C73127,0x40858937,0x408578D5,0x4085A1CB,0x40858937,0x40858937,0x40855810
0x00027B80,0x00000000,0x41C73B64,0x40859168,0x408578D5,0x4085A1CB,0x40858937,0x40858937,0x40855810
0x00027B8A,0x00000000,0x41C73127,0x40859168,0x408578D5,0x4085A1CB,0x40858106,0x40859168,0x40855810
0x00027B94,0x00000000,0x41C7374C,0x40859168,0x408578D5,0x4085A9FC,0x40858937,0x40858937,0x40855810
0x00027B9E,0x00000000,0x41C722D1,0x40859168,0x408570A4,0x4085A1CB,0x40858106,0x40858937,0x40855810
0x00027BA8,0x00000000,0x41C72D0E,0x40859168,0x408578D5,0x4085A1CB,0x40858106,0x40859168,0x40855810
0x00027BB2,0x00000000,0x41C72D0E,0x40859168,0x408578D5,0x4085A1CB,0x40858106,0x40858937,0x40855810
0x00027BBC,0x00000000,0x41C73127,0x40858937,0x408570A4,0x4085A1CB,0x408578D5,0x40858937,0x40856042
0x00027BC6,0x00000000,0x41C7374C,0x40859168,0x408578D5,0x4085A1CB,0x40858106,0x40858937,0x40855810
0x00027BD0,0x00000000,0x41C72D0E,0x40859168,0x408570A4,0x4085A1CB,0x40858106,0x40858937,0x40855810
0x00027BDA,0x00000000,0x41C7374C,0x40859168,0x408578D5,0x4085A1CB,0x40858106,0x40858937,0x40855810
0x00027BE6,0x00000000,0x41C72D0E,0x40859168,0x408578D5,0x4085A1CB,0x40858937,0x40858937,0x40855810
0x00027BF0,0x00000000,0x41C73127,0x40858937,0x408570A4,0x4085A1CB,0x40858106,0x40858937,0x40854FDF
